"id","loan_amount","annual_income","issue_date","dti","int_rate","grade","sub_grade","term_months","total_payment","profit","loan_status"
474790,"8000","70000","2021-01-10","7.92","7.05","A","A1",36,"8664","664","Fully Paid"
730669,"6000","100000","2021-04-11","14.64","7.66","A","A5",36,"6739","739","Fully Paid"
735441,"7000","120000","2021-05-11","24.12","8.49","A","A5",36,"7954","954","Fully Paid"
485715,"4000","52000","2021-03-10","10.11","10.62","B","B3",36,"4689","689","Fully Paid"
503367,"15000","58000","2021-04-10","11.28","10.25","B","B2",36,"17281","2281","Fully Paid"
749988,"2000","43200","2021-05-11","9.36","10.99","B","B3",36,"2096","96","Fully Paid"
471662,"24000","140000","2021-12-09","24.20","12.18","B","B4",36,"24244","244","Fully Paid"
724040,"1000","16800","2021-04-11","4.71","11.11","B","B5",36,"1137","137","Fully Paid"
1043163,"4500","26000","2021-11-11","7.11","11.71","B","B3",36,"5358","858","Fully Paid"
473807,"4500","12000","2021-01-10","17.00","11.14","B","B1",36,"5315","815","Fully Paid"
564259,"1800","50000","2021-08-10","1.51","11.49","B","B4",36,"2137","337","Fully Paid"
797987,"2500","36000","2021-06-11","5.87","10.99","B","B3",36,"2907","407","Fully Paid"
464477,"4500","24300","2021-12-09","0.99","11.83","B","B3",36,"5304","804","Fully Paid"
460102,"3500","62000","2021-11-09","8.05","13.57","C","C3",36,"3969","469","Fully Paid"
713402,"4000","49200","2021-03-11","4.02","13.06","C","C2",36,"4856","856","Fully Paid"
493683,"6000","50000","2021-03-10","14.09","14.22","C","C5",36,"7406","1406","Fully Paid"
409503,"3500","18720","2021-06-09","20.83","13.16","C","C3",36,"4256","756","Fully Paid"
472364,"23500","124000","2021-12-09","8.25","14.96","D","D2",36,"29310","5810","Fully Paid"
472214,"22600","130000","2021-12-09","7.88","14.96","D","D2",36,"28187","5587","Fully Paid"
472062,"23600","120000","2021-12-09","8.51","14.96","D","D2",36,"23895","295","Fully Paid"
690606,"8000","36000","2021-03-11","24.70","15.65","D","D4",36,"9490","1490","Fully Paid"
419127,"4000","31193","2021-07-09","0.00","14.74","D","D3",36,"4973","973","Fully Paid"
391751,"4000","22000","2021-04-09","19.75","15.05","D","D4",36,"4763","763","Fully Paid"
372778,"2400","25000","2021-03-09","12.38","14.42","D","D2",36,"2971","571","Fully Paid"
471174,"7500","48000","2021-01-10","0.85","7.05","A","A1",36,"8344","844","Fully Paid"
583337,"5000","38500","2021-09-10","5.49","7.14","A","A3",36,"5570","570","Fully Paid"
749390,"13100","71040","2021-05-11","2.75","7.49","A","A4",36,"13488","388","Fully Paid"
812462,"4000","65000","2021-07-11","0.52","7.49","A","A4",36,"4479","479","Fully Paid"
399588,"5800","42000","2021-05-09","9.97","9.32","A","A4",36,"6716","916","Fully Paid"
433450,"5500","42312","2021-08-09","12.11","8.59","A","A4",36,"6150","650","Fully Paid"
611147,"10000","50000","2021-11-10","8.83","6.91","A","A5",36,"6778","-3222","Fully Paid"
838960,"3000","50000","2021-08-11","12.84","8.49","A","A5",36,"3366","366","Fully Paid"
485234,"10800","52300","2021-02-10","3.76","7.88","A","A5",36,"12163","1363","Fully Paid"
623971,"1900","45000","2021-12-10","22.16","5.79","A","A2",36,"1944","44","Fully Paid"
584739,"9000","140000","2021-09-10","7.96","7.14","A","A3",36,"9865","865","Fully Paid"
672866,"2000","30000","2021-02-11","0.24","7.29","A","A4",36,"2233","233","Fully Paid"
883995,"3800","26400","2021-09-11","17.09","7.90","A","A4",36,"4300","500","Fully Paid"
752122,"4500","70000","2021-05-11","7.77","5.42","A","A1",36,"4795","295","Fully Paid"
812053,"4750","60000","2021-07-11","6.22","5.99","A","A2",36,"5201","451","Fully Paid"
665294,"9000","110500","2021-02-11","9.68","5.79","A","A2",36,"9826","826","Fully Paid"
743941,"6500","42000","2021-05-11","13.31","5.99","A","A2",36,"7112","612","Fully Paid"
378205,"5500","30000","2021-02-09","0.80","8.00","A","A3",36,"6034","534","Fully Paid"
386851,"6000","23198","2021-03-09","8.95","8.00","A","A3",36,"6769","769","Fully Paid"
653363,"3000","70000","2021-01-11","4.27","7.29","A","A4",36,"3334","334","Fully Paid"
760810,"3200","110000","2021-05-11","6.93","7.49","A","A4",36,"3481","281","Fully Paid"
353624,"1800","31000","2021-08-08","8.50","8.32","A","A4",36,"1806","6","Fully Paid"
476925,"6000","84000","2021-01-10","9.13","8.94","A","A5",36,"6691","691","Fully Paid"
731269,"6000","30000","2021-04-11","7.20","7.66","A","A5",36,"6722","722","Fully Paid"
805646,"4800","35000","2021-07-11","12.82","5.42","A","A1",36,"4966","166","Fully Paid"
892547,"12000","80000","2021-09-11","14.25","6.62","A","A2",36,"13264","1264","Fully Paid"
685139,"4000","47000","2021-02-11","10.06","5.79","A","A2",36,"4344","344","Fully Paid"
744231,"7200","34200","2021-05-11","2.42","6.99","A","A3",36,"8002","802","Fully Paid"
665503,"4200","65000","2021-02-11","4.14","7.29","A","A4",36,"4690","490","Fully Paid"
408378,"4000","98000","2021-05-09","2.77","9.32","A","A4",36,"4599","599","Fully Paid"
824461,"2000","68500","2021-07-11","5.19","5.42","A","A1",36,"2099","99","Fully Paid"
741404,"11200","36000","2021-05-11","5.67","5.42","A","A1",36,"11527","327","Fully Paid"
687875,"7000","60000","2021-03-11","21.62","5.79","A","A2",36,"7552","552","Fully Paid"
674916,"4000","14400","2021-02-11","2.08","7.29","A","A4",36,"4322","322","Fully Paid"
383869,"8400","189996","2021-03-09","1.05","9.32","A","A4",36,"9661","1261","Fully Paid"
663606,"8000","43300","2021-02-11","5.10","7.29","A","A4",36,"8568","568","Fully Paid"
596783,"3000","8004","2021-10-10","8.70","7.88","A","A5",36,"3379","379","Fully Paid"
706220,"3075","36000","2021-03-11","7.87","5.42","A","A1",36,"3339","264","Fully Paid"
772651,"1700","27000","2021-06-11","5.20","6.99","A","A3",36,"1809","109","Fully Paid"
859047,"6000","84000","2021-08-11","11.94","6.99","A","A3",36,"6665","665","Fully Paid"
760712,"2000","45600","2021-05-11","22.11","7.49","A","A4",36,"2239","239","Fully Paid"
725495,"5000","60000","2021-04-11","6.90","5.42","A","A1",36,"5216","216","Fully Paid"
772226,"3500","39336","2021-06-11","12.93","5.42","A","A1",36,"3786","286","Fully Paid"
811942,"5950","42000","2021-07-11","21.83","5.99","A","A2",36,"6448","498","Fully Paid"
1001205,"4200","69000","2021-11-11","11.08","6.62","A","A2",36,"4642","442","Fully Paid"
524869,"6000","52000","2021-06-10","5.10","7.14","A","A3",36,"6677","677","Fully Paid"
711860,"4500","40000","2021-03-11","19.23","7.66","A","A5",36,"4733","233","Fully Paid"
484846,"6000","60495","2021-02-10","13.43","7.14","A","A3",36,"6634","634","Fully Paid"
798531,"3000","48000","2021-07-11","18.65","6.99","A","A3",36,"3334","334","Fully Paid"
471358,"9000","130000","2021-12-09","4.98","7.05","A","A1",36,"9768","768","Fully Paid"
475807,"5000","70000","2021-01-10","2.11","7.74","A","A3",36,"5620","620","Fully Paid"
998386,"9000","112440","2021-10-11","14.11","8.90","A","A5",36,"10267","1267","Fully Paid"
395902,"3600","42000","2021-04-09","6.57","7.37","A","A1",36,"4023","423","Fully Paid"
394381,"4000","36300","2021-04-09","0.93","7.68","A","A2",36,"4507","507","Fully Paid"
662938,"6400","42000","2021-02-11","16.31","5.79","A","A2",36,"6803","403","Fully Paid"
419037,"3200","16000","2021-06-09","0.00","9.32","A","A4",36,"3680","480","Fully Paid"
579754,"6000","40000","2021-09-10","20.22","7.51","A","A4",36,"6720","720","Fully Paid"
449788,"10000","25000","2021-10-09","7.20","8.59","A","A4",36,"11380","1380","Fully Paid"
1035631,"5000","53000","2021-12-11","17.23","7.90","A","A4",36,"5185","185","Fully Paid"
472505,"8000","73000","2021-01-10","0.44","7.40","A","A2",36,"8930","930","Fully Paid"
652118,"6200","44000","2021-01-11","2.97","5.42","A","A1",36,"6732","532","Fully Paid"
505408,"2000","37315","2021-06-10","1.19","6.39","A","A1",36,"2121","121","Fully Paid"
471360,"11500","74500","2021-01-10","16.38","7.05","A","A1",36,"12580","1080","Fully Paid"
450454,"5600","30000","2021-11-09","6.68","7.74","A","A3",36,"6293","693","Fully Paid"
740349,"3500","74400","2021-04-11","13.65","7.29","A","A4",36,"3522","22","Fully Paid"
388737,"15000","70500","2021-04-09","17.11","8.00","A","A3",36,"16559","1559","Fully Paid"
727311,"3000","53196","2021-04-11","16.60","7.66","A","A5",36,"3383","383","Fully Paid"
629917,"4350","70000","2021-12-10","1.85","5.79","A","A2",36,"4536","186","Fully Paid"
583684,"4150","30000","2021-09-10","5.68","6.76","A","A2",36,"4597","447","Fully Paid"
348105,"7000","44500","2021-05-08","7.77","8.00","A","A3",36,"7833","833","Fully Paid"
732993,"7000","66000","2021-04-11","0.95","7.66","A","A5",36,"7857","857","Fully Paid"
549244,"4500","52800","2021-07-10","11.39","6.76","A","A2",36,"4774","274","Fully Paid"
702817,"5000","24000","2021-03-11","5.60","6.92","A","A3",36,"5551","551","Fully Paid"
636020,"4900","25200","2021-12-10","3.71","6.17","A","A3",36,"5290","390","Fully Paid"
388500,"10000","24000","2021-04-09","0.00","7.68","A","A2",36,"11229","1229","Fully Paid"
434127,"6125","75400","2021-08-09","12.86","7.74","A","A3",36,"6403","278","Fully Paid"
359428,"10000","40000","2021-11-08","6.48","8.00","A","A3",36,"11281","1281","Fully Paid"
356125,"5000","21000","2021-10-08","1.71","8.63","A","A5",36,"3985","-1015","Fully Paid"
403285,"8000","70004","2021-05-09","7.56","9.63","A","A5",36,"9036","1036","Fully Paid"
869736,"2425","36000","2021-09-11","24.87","8.49","A","A5",36,"2752","327","Fully Paid"
792705,"5600","81600","2021-06-11","8.47","5.99","A","A2",36,"6132","532","Fully Paid"
395226,"8000","37050","2021-04-09","12.63","8.00","A","A3",36,"9025","1025","Fully Paid"
403806,"3000","45000","2021-05-09","5.36","9.63","A","A5",36,"3466","466","Fully Paid"
484033,"6400","58000","2021-03-10","11.86","7.51","A","A4",36,"7168","768","Fully Paid"
371814,"10000","60000","2021-01-09","1.78","9.32","A","A4",36,"10911","911","Fully Paid"
601878,"7500","21000","2021-10-10","22.86","6.91","A","A5",36,"7914","414","Fully Paid"
471013,"7500","34000","2021-01-10","6.46","8.94","A","A5",36,"8579","1079","Fully Paid"
468892,"12000","89000","2021-12-09","1.00","8.94","A","A5",36,"13726","1726","Fully Paid"
612578,"5000","25000","2021-11-10","16.66","6.91","A","A5",36,"5551","551","Fully Paid"
569568,"4600","60000","2021-08-10","10.38","7.88","A","A5",36,"4631","31","Fully Paid"
543168,"12000","45000","2021-07-10","5.23","7.88","A","A5",36,"12815","815","Fully Paid"
804831,"6000","165996","2021-07-11","3.48","5.42","A","A1",36,"6515","515","Fully Paid"
843193,"3600","60000","2021-08-11","12.54","5.99","A","A2",36,"3702","102","Fully Paid"
584344,"4500","32000","2021-09-10","22.54","7.51","A","A4",36,"4733","233","Fully Paid"
464824,"9000","48000","2021-12-09","16.35","8.94","A","A5",36,"10292","1292","Fully Paid"
570124,"1600","28150","2021-08-10","13.64","6.39","A","A1",36,"1763","163","Fully Paid"
370875,"6500","39996","2021-01-09","9.18","9.63","A","A5",36,"7510","1010","Fully Paid"
828978,"7000","45000","2021-08-11","10.64","7.49","A","A4",36,"7839","839","Fully Paid"
831149,"12000","96000","2021-08-11","1.43","9.99","B","B1",36,"13851","1851","Fully Paid"
827814,"3075","30000","2021-07-11","7.96","10.59","B","B2",36,"3337","262","Fully Paid"
516551,"7000","30000","2021-05-10","4.24","10.62","B","B3",36,"8203","1203","Fully Paid"
403469,"3000","54996","2021-05-09","11.89","12.21","B","B5",36,"3534","534","Fully Paid"
1013989,"1000","54000","2021-11-11","15.27","11.71","B","B3",36,"1039","39","Fully Paid"
754302,"7100","15000","2021-05-11","5.84","9.99","B","B1",36,"8246","1146","Fully Paid"
794612,"6000","46151.04","2021-06-11","11.08","10.59","B","B2",36,"7030","1030","Fully Paid"
489469,"5000","31000","2021-03-10","7.70","10.62","B","B3",36,"5822","822","Fully Paid"
677567,"8900","116400","2021-02-11","2.28","10.00","B","B2",36,"10338","1438","Fully Paid"
681644,"4000","63500","2021-02-11","15.50","10.37","B","B3",36,"4671","671","Fully Paid"
1000989,"7500","125000","2021-10-11","7.87","12.69","B","B5",36,"9057","1557","Fully Paid"
457272,"10000","36000","2021-11-09","0.50","11.48","B","B2",36,"11865","1865","Fully Paid"
495471,"14000","95000","2021-03-10","1.28","10.62","B","B3",36,"16436","2436","Fully Paid"
881812,"4000","51600","2021-09-11","14.60","9.91","B","B1",36,"4637","637","Fully Paid"
810177,"3500","47000","2021-07-11","10.14","9.99","B","B1",36,"4065","565","Fully Paid"
502013,"12000","75000","2021-04-10","10.54","10.99","B","B4",36,"14142","2142","Fully Paid"
641270,"4000","49000","2021-01-11","14.35","9.25","B","B2",36,"4587","587","Fully Paid"
402728,"12250","27996","2021-05-09","14.70","11.26","B","B2",36,"14493","2243","Fully Paid"
460192,"5600","12000","2021-12-09","6.00","12.18","B","B4",36,"6648","1048","Fully Paid"
797819,"4200","36000","2021-07-11","11.53","10.59","B","B2",36,"4913","713","Fully Paid"
967719,"3700","25000","2021-10-11","6.14","9.91","B","B1",36,"3731","31","Fully Paid"
985965,"3300","44760","2021-10-11","4.16","11.71","B","B3",36,"3929","629","Fully Paid"
508481,"5500","57000","2021-05-10","18.55","10.99","B","B4",36,"6482","982","Fully Paid"
387566,"12000","36000","2021-03-09","20.33","12.21","B","B5",36,"12358","358","Fully Paid"
348609,"2500","65004","2021-06-08","1.55","10.08","B","B3",36,"2907","407","Fully Paid"
372872,"8400","36100","2021-01-09","1.40","11.26","B","B2",36,"9938","1538","Fully Paid"
355954,"3000","22000","2021-09-08","9.00","10.33","B","B3",36,"2334","-666","Fully Paid"
441807,"9000","57996","2021-09-09","0.48","11.83","B","B3",36,"10804","1804","Fully Paid"
484417,"7500","48659","2021-02-10","6.83","10.99","B","B4",36,"8839","1339","Fully Paid"
745794,"9000","46200","2021-05-11","11.12","9.99","B","B1",36,"9667","667","Fully Paid"
441476,"4800","20000","2021-09-09","3.12","11.14","B","B1",36,"5669","869","Fully Paid"
499198,"9500","50000","2021-04-10","13.70","9.88","B","B1",36,"10796","1296","Fully Paid"
623786,"5000","48000","2021-12-10","8.93","9.25","B","B2",36,"5745","745","Fully Paid"
447596,"10000","60000","2021-10-09","2.82","12.18","B","B4",36,"11753","1753","Fully Paid"
668426,"3500","56000","2021-02-11","21.64","10.37","B","B3",36,"3991","491","Fully Paid"
470293,"8400","28000","2021-12-09","21.05","11.48","B","B2",36,"9970","1570","Fully Paid"
611203,"2500","52000","2021-11-10","6.23","8.88","B","B1",36,"2857","357","Fully Paid"
416365,"8400","30000","2021-07-09","5.40","11.89","B","B4",36,"9610","1210","Fully Paid"
460657,"1200","15600","2021-11-09","23.69","12.53","B","B5",36,"1446","246","Fully Paid"
445199,"17000","75000","2021-10-09","14.15","12.53","B","B5",36,"19046","2046","Fully Paid"
508406,"3500","46344","2021-04-10","11.39","11.36","B","B5",36,"4109","609","Fully Paid"
1018500,"3600","45000","2021-11-11","9.20","12.42","B","B4",36,"4331","731","Fully Paid"
480331,"2550","66000","2021-01-10","18.42","11.36","B","B5",36,"3021","471","Fully Paid"
349212,"5000","60000","2021-06-08","14.34","10.08","B","B3",36,"5713","713","Fully Paid"
452094,"4800","13440","2021-10-09","2.05","12.53","B","B5",36,"5286","486","Fully Paid"
643114,"5600","60000","2021-01-11","6.00","9.25","B","B2",36,"6256","656","Fully Paid"
719263,"8500","68000","2021-04-11","11.84","10.37","B","B3",36,"9927","1427","Fully Paid"
740758,"7000","32000","2021-09-11","8.36","11.49","B","B4",36,"8309","1309","Fully Paid"
820142,"1800","35000","2021-07-11","25.68","10.59","B","B2",36,"1816","16","Fully Paid"
729952,"6500","52000","2021-04-11","21.65","10.00","B","B2",36,"7475","975","Fully Paid"
750212,"6000","24000","2021-05-11","1.90","11.49","B","B4",36,"7122","1122","Fully Paid"
627854,"4800","50000","2021-12-10","16.03","10.36","B","B5",36,"5605","805","Fully Paid"
476497,"6250","24000","2021-01-10","21.75","12.53","B","B5",36,"7530","1280","Fully Paid"
458811,"7500","57000","2021-11-09","11.28","12.53","B","B5",36,"9028","1528","Fully Paid"
450443,"14400","61000","2021-10-09","3.29","12.53","B","B5",36,"15446","1046","Fully Paid"
400735,"1000","58000","2021-05-09","15.41","11.26","B","B2",36,"1104","104","Fully Paid"
834311,"5400","35000","2021-08-11","14.13","10.59","B","B2",36,"6295","895","Fully Paid"
1044459,"4800","24500","2021-12-11","3.38","10.65","B","B2",36,"5591","791","Fully Paid"
424016,"9600","35400","2021-07-09","21.15","11.89","B","B4",36,"11027","1427","Fully Paid"
422307,"7500","65000","2021-07-09","11.65","10.95","B","B1",36,"8306","806","Fully Paid"
384414,"9000","40000","2021-03-09","0.90","12.53","C","C1",36,"10716","1716","Fully Paid"
420601,"4800","30000","2021-07-09","22.84","13.47","C","C4",36,"5862","1062","Fully Paid"
431106,"7500","48000","2021-08-09","20.51","12.53","C","C1",36,"9036","1536","Fully Paid"
352163,"6000","48000","2021-07-08","14.77","12.22","C","C4",36,"2999","-3001","Fully Paid"
524434,"8400","31200","2021-06-10","7.69","13.23","C","C1",36,"10224","1824","Fully Paid"
315595,"9600","78000","2021-04-08","13.00","11.97","C","C4",36,"11465","1865","Fully Paid"
1040921,"11000","108000","2021-11-11","6.83","13.49","C","C1",36,"13182","2182","Fully Paid"
734300,"10000","50000","2021-04-11","3.77","13.06","C","C2",36,"12140","2140","Fully Paid"
599419,"9000","60000","2021-10-10","17.62","13.61","C","C2",36,"10611","1611","Fully Paid"
577924,"4000","48000","2021-09-10","18.55","14.35","C","C4",36,"4312","312","Fully Paid"
549794,"4000","60000","2021-07-10","7.34","13.98","C","C3",36,"4921","921","Fully Paid"
505273,"8200","55000","2021-04-10","15.88","13.11","C","C2",36,"9962","1762","Fully Paid"
557972,"9250","28800","2021-08-10","14.04","14.35","C","C4",36,"11112","1862","Fully Paid"
665015,"4500","138000","2021-02-11","1.23","13.43","C","C3",36,"5520","1020","Fully Paid"
987909,"2000","20400","2021-10-11","12.41","13.49","C","C1",36,"2443","443","Fully Paid"
676423,"3000","38000","2021-02-11","1.17","13.06","C","C2",36,"3673","673","Fully Paid"
434616,"4200","19000","2021-08-09","23.05","13.92","C","C4",36,"5148","948","Fully Paid"
431783,"1000","7000","2021-11-09","13.54","14.26","C","C5",36,"1182","182","Fully Paid"
398355,"2000","15000","2021-04-09","15.28","12.84","C","C2",36,"2184","184","Fully Paid"
